Año,Especie,Puerto,Desembarques
2020.0,Pez angel,Comodoro Rivadavia,0.0
1989.0,Pez espada,Comodoro Rivadavia,0.0
1990.0,Pez espada,Comodoro Rivadavia,0.0
1991.0,Pez espada,Comodoro Rivadavia,0.0
1993.0,Pez espada,Comodoro Rivadavia,0.0
1994.0,Pez espada,Comodoro Rivadavia,0.0
1995.0,Pez espada,Comodoro Rivadavia,0.0
1999.0,Pez espada,Comodoro Rivadavia,0.0
2000.0,Pez espada,Comodoro Rivadavia,0.0
2001.0,Pez espada,Comodoro Rivadavia,0.0
2002.0,Pez espada,Comodoro Rivadavia,0.0
2003.0,Pez espada,Comodoro Rivadavia,0.0
2004.0,Pez espada,Comodoro Rivadavia,0.0
2007.0,Pez espada,Comodoro Rivadavia,0.2
2008.0,Pez espada,Comodoro Rivadavia,0.0
2010.0,Pez espada,Comodoro Rivadavia,0.0
2011.0,Pez espada,Comodoro Rivadavia,0.0
2012.0,Pez espada,Comodoro Rivadavia,0.0
2013.0,Pez espada,Comodoro Rivadavia,0.0
2016.0,Pez espada,Comodoro Rivadavia,0.0
1989.0,Pez gallo,Comodoro Rivadavia,30.7
1990.0,Pez gallo,Comodoro Rivadavia,294.1
1991.0,Pez gallo,Comodoro Rivadavia,105.5
1992.0,Pez gallo,Comodoro Rivadavia,86.2
1993.0,Pez gallo,Comodoro Rivadavia,74.7
1994.0,Pez gallo,Comodoro Rivadavia,286.2
1995.0,Pez gallo,Comodoro Rivadavia,238.3
1996.0,Pez gallo,Comodoro Rivadavia,215.7
1997.0,Pez gallo,Comodoro Rivadavia,399.5
1998.0,Pez gallo,Comodoro Rivadavia,504.5
1999.0,Pez gallo,Comodoro Rivadavia,520.5
2000.0,Pez gallo,Comodoro Rivadavia,190.1
2001.0,Pez gallo,Comodoro Rivadavia,58.0
2002.0,Pez gallo,Comodoro Rivadavia,197.6
2003.0,Pez gallo,Comodoro Rivadavia,745.3
2004.0,Pez gallo,Comodoro Rivadavia,443.5
2005.0,Pez gallo,Comodoro Rivadavia,385.4
2006.0,Pez gallo,Comodoro Rivadavia,334.8
2007.0,Pez gallo,Comodoro Rivadavia,264.3
2008.0,Pez gallo,Comodoro Rivadavia,351.3
2009.0,Pez gallo,Comodoro Rivadavia,65.6
2010.0,Pez gallo,Comodoro Rivadavia,18.5
2011.0,Pez gallo,Comodoro Rivadavia,71.4
2012.0,Pez gallo,Comodoro Rivadavia,87.3
2013.0,Pez gallo,Comodoro Rivadavia,19.75
2014.0,Pez gallo,Comodoro Rivadavia,17.6
2015.0,Pez gallo,Comodoro Rivadavia,37.916
2016.0,Pez gallo,Comodoro Rivadavia,78.99599999999998
2017.0,Pez gallo,Comodoro Rivadavia,7.18
2018.0,Pez gallo,Comodoro Rivadavia,45.4
2019.0,Pez gallo,Comodoro Rivadavia,38.507000000000005
2020.0,Pez gallo,Comodoro Rivadavia,84.887
1989.0,Pez limon,Comodoro Rivadavia,0.0
1990.0,Pez limon,Comodoro Rivadavia,0.0
1991.0,Pez limon,Comodoro Rivadavia,0.0
1992.0,Pez limon,Comodoro Rivadavia,0.0
1993.0,Pez limon,Comodoro Rivadavia,0.0
1994.0,Pez limon,Comodoro Rivadavia,0.0
1995.0,Pez limon,Comodoro Rivadavia,0.0
1996.0,Pez limon,Comodoro Rivadavia,0.0
1997.0,Pez limon,Comodoro Rivadavia,0.0
1998.0,Pez limon,Comodoro Rivadavia,0.0
1999.0,Pez limon,Comodoro Rivadavia,0.0
2000.0,Pez limon,Comodoro Rivadavia,1.4
2001.0,Pez limon,Comodoro Rivadavia,0.0
2002.0,Pez limon,Comodoro Rivadavia,0.0
2003.0,Pez limon,Comodoro Rivadavia,0.0
2004.0,Pez limon,Comodoro Rivadavia,0.0
2005.0,Pez limon,Comodoro Rivadavia,0.0
2006.0,Pez limon,Comodoro Rivadavia,0.0
2007.0,Pez limon,Comodoro Rivadavia,0.0
2008.0,Pez limon,Comodoro Rivadavia,0.0
2009.0,Pez limon,Comodoro Rivadavia,0.0
2010.0,Pez limon,Comodoro Rivadavia,0.0
2011.0,Pez limon,Comodoro Rivadavia,0.0
2012.0,Pez limon,Comodoro Rivadavia,0.0
2013.0,Pez limon,Comodoro Rivadavia,0.0
2014.0,Pez limon,Comodoro Rivadavia,0.0
2015.0,Pez limon,Comodoro Rivadavia,0.0
2016.0,Pez limon,Comodoro Rivadavia,0.0
2017.0,Pez limon,Comodoro Rivadavia,0.0
2018.0,Pez limon,Comodoro Rivadavia,0.0
2019.0,Pez limon,Comodoro Rivadavia,0.0
2007.0,Pez luna,Comodoro Rivadavia,0.0
2008.0,Pez luna,Comodoro Rivadavia,0.0
2009.0,Pez luna,Comodoro Rivadavia,0.0
2010.0,Pez luna,Comodoro Rivadavia,0.0
2011.0,Pez luna,Comodoro Rivadavia,0.0
2012.0,Pez luna,Comodoro Rivadavia,0.0
1989.0,Pez palo,Comodoro Rivadavia,0.0
1990.0,Pez palo,Comodoro Rivadavia,0.0
1991.0,Pez palo,Comodoro Rivadavia,0.0
1992.0,Pez palo,Comodoro Rivadavia,0.0
1993.0,Pez palo,Comodoro Rivadavia,0.0
1994.0,Pez palo,Comodoro Rivadavia,0.2
1995.0,Pez palo,Comodoro Rivadavia,0.4
1996.0,Pez palo,Comodoro Rivadavia,0.8
1997.0,Pez palo,Comodoro Rivadavia,10.5
1998.0,Pez palo,Comodoro Rivadavia,0.4
1999.0,Pez palo,Comodoro Rivadavia,0.1
2000.0,Pez palo,Comodoro Rivadavia,0.4
2001.0,Pez palo,Comodoro Rivadavia,0.1
2002.0,Pez palo,Comodoro Rivadavia,0.0
2003.0,Pez palo,Comodoro Rivadavia,2.8
2004.0,Pez palo,Comodoro Rivadavia,0.0
2005.0,Pez palo,Comodoro Rivadavia,1.1
2006.0,Pez palo,Comodoro Rivadavia,0.4
2007.0,Pez palo,Comodoro Rivadavia,0.0
2008.0,Pez palo,Comodoro Rivadavia,0.0
2009.0,Pez palo,Comodoro Rivadavia,0.0
2010.0,Pez palo,Comodoro Rivadavia,0.0
2011.0,Pez palo,Comodoro Rivadavia,0.0
2012.0,Pez palo,Comodoro Rivadavia,0.0
2013.0,Pez palo,Comodoro Rivadavia,0.0
2014.0,Pez palo,Comodoro Rivadavia,0.0
2015.0,Pez palo,Comodoro Rivadavia,0.0
2016.0,Pez palo,Comodoro Rivadavia,0.0
2017.0,Pez palo,Comodoro Rivadavia,0.0
2018.0,Pez palo,Comodoro Rivadavia,0.0
2019.0,Pez palo,Comodoro Rivadavia,0.0
2020.0,Pez palo,Comodoro Rivadavia,0.0
1989.0,Pez sable,Comodoro Rivadavia,0.0
1990.0,Pez sable,Comodoro Rivadavia,0.0
1991.0,Pez sable,Comodoro Rivadavia,0.0
1992.0,Pez sable,Comodoro Rivadavia,0.0
1995.0,Pez sable,Comodoro Rivadavia,0.0
1996.0,Pez sable,Comodoro Rivadavia,0.0
1997.0,Pez sable,Comodoro Rivadavia,0.0
1998.0,Pez sable,Comodoro Rivadavia,0.0
1999.0,Pez sable,Comodoro Rivadavia,0.0
2000.0,Pez sable,Comodoro Rivadavia,0.0
2001.0,Pez sable,Comodoro Rivadavia,0.0
2002.0,Pez sable,Comodoro Rivadavia,0.0
2003.0,Pez sable,Comodoro Rivadavia,0.0
2004.0,Pez sable,Comodoro Rivadavia,0.0
2005.0,Pez sable,Comodoro Rivadavia,0.0
2006.0,Pez sable,Comodoro Rivadavia,0.0
2007.0,Pez sable,Comodoro Rivadavia,0.0
2008.0,Pez sable,Comodoro Rivadavia,0.0
2009.0,Pez sable,Comodoro Rivadavia,0.0
2010.0,Pez sable,Comodoro Rivadavia,0.0
2011.0,Pez sable,Comodoro Rivadavia,0.0
2012.0,Pez sable,Comodoro Rivadavia,0.0
2013.0,Pez sable,Comodoro Rivadavia,0.0
2014.0,Pez sable,Comodoro Rivadavia,0.0
2015.0,Pez sable,Comodoro Rivadavia,0.0
2016.0,Pez sable,Comodoro Rivadavia,0.0
2017.0,Pez sable,Comodoro Rivadavia,0.0
2018.0,Pez sable,Comodoro Rivadavia,0.0
2019.0,Pez sable,Comodoro Rivadavia,0.0
2020.0,Pez sable,Comodoro Rivadavia,0.0
1990.0,Pez sierra,Comodoro Rivadavia,0.0
1994.0,Pez sierra,Comodoro Rivadavia,0.0
1999.0,Pez sierra,Comodoro Rivadavia,0.0
2000.0,Pez sierra,Comodoro Rivadavia,0.0
2001.0,Pez sierra,Comodoro Rivadavia,0.0
2004.0,Pez sierra,Comodoro Rivadavia,0.0
2005.0,Pez sierra,Comodoro Rivadavia,0.0
2006.0,Pez sierra,Comodoro Rivadavia,0.0
2012.0,Pez sierra,Comodoro Rivadavia,0.0
2015.0,Pez sierra,Comodoro Rivadavia,0.0
1989.0,Polaca,Comodoro Rivadavia,0.0
1990.0,Polaca,Comodoro Rivadavia,0.0
1991.0,Polaca,Comodoro Rivadavia,0.0
1992.0,Polaca,Comodoro Rivadavia,0.0
1993.0,Polaca,Comodoro Rivadavia,0.0
1994.0,Polaca,Comodoro Rivadavia,0.0
1995.0,Polaca,Comodoro Rivadavia,0.0
1996.0,Polaca,Comodoro Rivadavia,0.0
1997.0,Polaca,Comodoro Rivadavia,0.0
1998.0,Polaca,Comodoro Rivadavia,0.0
1999.0,Polaca,Comodoro Rivadavia,0.0
2000.0,Polaca,Comodoro Rivadavia,0.0
2001.0,Polaca,Comodoro Rivadavia,0.0
2002.0,Polaca,Comodoro Rivadavia,0.0
2003.0,Polaca,Comodoro Rivadavia,0.0
2004.0,Polaca,Comodoro Rivadavia,0.0
2005.0,Polaca,Comodoro Rivadavia,0.0
2006.0,Polaca,Comodoro Rivadavia,0.0
2007.0,Polaca,Comodoro Rivadavia,0.0
2008.0,Polaca,Comodoro Rivadavia,0.0
2009.0,Polaca,Comodoro Rivadavia,0.0
2010.0,Polaca,Comodoro Rivadavia,0.0
2011.0,Polaca,Comodoro Rivadavia,0.0
2012.0,Polaca,Comodoro Rivadavia,0.0
2013.0,Polaca,Comodoro Rivadavia,0.0
2014.0,Polaca,Comodoro Rivadavia,0.0
2015.0,Polaca,Comodoro Rivadavia,0.0
2016.0,Polaca,Comodoro Rivadavia,0.0
2017.0,Polaca,Comodoro Rivadavia,0.0
2018.0,Polaca,Comodoro Rivadavia,0.0
2019.0,Polaca,Comodoro Rivadavia,0.0
2020.0,Polaca,Comodoro Rivadavia,0.0
2014.0,Pulpitos,Comodoro Rivadavia,0.0
2015.0,Pulpitos,Comodoro Rivadavia,0.0
2017.0,Pulpitos,Comodoro Rivadavia,0.0
2018.0,Pulpitos,Comodoro Rivadavia,0.0
2019.0,Pulpitos,Comodoro Rivadavia,0.0
2020.0,Pulpitos,Comodoro Rivadavia,0.0
1989.0,Pulpos nep,Comodoro Rivadavia,0.0
1990.0,Pulpos nep,Comodoro Rivadavia,0.0
1991.0,Pulpos nep,Comodoro Rivadavia,0.0
1992.0,Pulpos nep,Comodoro Rivadavia,0.0
1993.0,Pulpos nep,Comodoro Rivadavia,0.0
1994.0,Pulpos nep,Comodoro Rivadavia,0.0
1995.0,Pulpos nep,Comodoro Rivadavia,0.0
1996.0,Pulpos nep,Comodoro Rivadavia,0.0
1997.0,Pulpos nep,Comodoro Rivadavia,0.0
1998.0,Pulpos nep,Comodoro Rivadavia,0.0
1999.0,Pulpos nep,Comodoro Rivadavia,0.0
2000.0,Pulpos nep,Comodoro Rivadavia,0.0
2001.0,Pulpos nep,Comodoro Rivadavia,0.0
2002.0,Pulpos nep,Comodoro Rivadavia,0.0
2003.0,Pulpos nep,Comodoro Rivadavia,0.0
2004.0,Pulpos nep,Comodoro Rivadavia,0.0
2005.0,Pulpos nep,Comodoro Rivadavia,0.0
2006.0,Pulpos nep,Comodoro Rivadavia,0.0
2007.0,Pulpos nep,Comodoro Rivadavia,0.0
2008.0,Pulpos nep,Comodoro Rivadavia,0.0
2009.0,Pulpos nep,Comodoro Rivadavia,0.0
2010.0,Pulpos nep,Comodoro Rivadavia,0.0
2011.0,Pulpos nep,Comodoro Rivadavia,0.0
2012.0,Pulpos nep,Comodoro Rivadavia,0.0
2013.0,Pulpos nep,Comodoro Rivadavia,0.0
2014.0,Pulpos nep,Comodoro Rivadavia,0.0
2016.0,Pulpos nep,Comodoro Rivadavia,0.0
2018.0,Pulpos nep,Comodoro Rivadavia,0.0
2019.0,Pulpos nep,Comodoro Rivadavia,0.0
2009.0,Raya cola corta,Comodoro Rivadavia,0.0
2010.0,Raya cola corta,Comodoro Rivadavia,0.0
2011.0,Raya cola corta,Comodoro Rivadavia,0.0
2012.0,Raya cola corta,Comodoro Rivadavia,0.0
2013.0,Raya cola corta,Comodoro Rivadavia,0.0
2014.0,Raya cola corta,Comodoro Rivadavia,0.0
2015.0,Raya cola corta,Comodoro Rivadavia,0.0
2018.0,Raya cola corta,Comodoro Rivadavia,0.0
2019.0,Raya cola corta,Comodoro Rivadavia,0.0
2009.0,Raya de circulos,Comodoro Rivadavia,0.0
2010.0,Raya de circulos,Comodoro Rivadavia,0.0
2011.0,Raya de circulos,Comodoro Rivadavia,0.0
2012.0,Raya de circulos,Comodoro Rivadavia,0.0
2014.0,Raya de circulos,Comodoro Rivadavia,0.0
2015.0,Raya de circulos,Comodoro Rivadavia,0.0
2017.0,Raya de circulos,Comodoro Rivadavia,0.0
2018.0,Raya de circulos,Comodoro Rivadavia,0.0
2013.0,Raya de círculos,Comodoro Rivadavia,0.0
2016.0,Raya de círculos,Comodoro Rivadavia,0.0
2019.0,Raya de círculos,Comodoro Rivadavia,0.0
2020.0,Raya de círculos,Comodoro Rivadavia,0.0
2009.0,Raya espinosa,Comodoro Rivadavia,0.0
2010.0,Raya espinosa,Comodoro Rivadavia,0.0
2012.0,Raya espinosa,Comodoro Rivadavia,0.0
2018.0,Raya espinosa,Comodoro Rivadavia,0.0
2020.0,Raya espinosa,Comodoro Rivadavia,0.0
2008.0,Raya hocicuda,Comodoro Rivadavia,0.0
2009.0,Raya hocicuda,Comodoro Rivadavia,0.0
2010.0,Raya hocicuda,Comodoro Rivadavia,0.0
2011.0,Raya hocicuda,Comodoro Rivadavia,0.0
2012.0,Raya hocicuda,Comodoro Rivadavia,0.0
2013.0,Raya hocicuda,Comodoro Rivadavia,0.0
2014.0,Raya hocicuda,Comodoro Rivadavia,0.0
2015.0,Raya hocicuda,Comodoro Rivadavia,0.0
2016.0,Raya hocicuda,Comodoro Rivadavia,0.0
2017.0,Raya hocicuda,Comodoro Rivadavia,0.0
2018.0,Raya hocicuda,Comodoro Rivadavia,0.0
2019.0,Raya hocicuda,Comodoro Rivadavia,0.0
2020.0,Raya hocicuda,Comodoro Rivadavia,0.0
2009.0,Raya lisa,Comodoro Rivadavia,0.0
2010.0,Raya lisa,Comodoro Rivadavia,0.0
2011.0,Raya lisa,Comodoro Rivadavia,0.0
2012.0,Raya lisa,Comodoro Rivadavia,0.0
2013.0,Raya lisa,Comodoro Rivadavia,0.0
2014.0,Raya lisa,Comodoro Rivadavia,0.0
2015.0,Raya lisa,Comodoro Rivadavia,0.0
2016.0,Raya lisa,Comodoro Rivadavia,0.0
2017.0,Raya lisa,Comodoro Rivadavia,0.0
2018.0,Raya lisa,Comodoro Rivadavia,0.0
2019.0,Raya lisa,Comodoro Rivadavia,0.0
2020.0,Raya lisa,Comodoro Rivadavia,0.0
2009.0,Raya marmolada,Comodoro Rivadavia,0.0
2010.0,Raya marmolada,Comodoro Rivadavia,0.0
2011.0,Raya marmolada,Comodoro Rivadavia,0.0
2012.0,Raya marmolada,Comodoro Rivadavia,0.0
2013.0,Raya marmolada,Comodoro Rivadavia,0.0
2014.0,Raya marmolada,Comodoro Rivadavia,0.0
2015.0,Raya marmolada,Comodoro Rivadavia,0.0
2016.0,Raya marmolada,Comodoro Rivadavia,0.0
2017.0,Raya marmolada,Comodoro Rivadavia,0.0
2018.0,Raya marmolada,Comodoro Rivadavia,0.0
2019.0,Raya marmolada,Comodoro Rivadavia,0.0
2020.0,Raya marmolada,Comodoro Rivadavia,0.0
2009.0,Raya marron oscuro,Comodoro Rivadavia,0.0
2010.0,Raya marron oscuro,Comodoro Rivadavia,0.0
2012.0,Raya marron oscuro,Comodoro Rivadavia,0.0
2017.0,Raya marron oscuro,Comodoro Rivadavia,0.0
2018.0,Raya marron oscuro,Comodoro Rivadavia,0.0
2019.0,Raya marron oscuro,Comodoro Rivadavia,0.0
2020.0,Raya marron oscuro,Comodoro Rivadavia,0.0
2009.0,Raya pintada,Comodoro Rivadavia,0.0
2010.0,Raya pintada,Comodoro Rivadavia,0.0
2011.0,Raya pintada,Comodoro Rivadavia,0.0
2012.0,Raya pintada,Comodoro Rivadavia,0.0
2013.0,Raya pintada,Comodoro Rivadavia,0.0
2014.0,Raya pintada,Comodoro Rivadavia,0.0
2015.0,Raya pintada,Comodoro Rivadavia,0.0
2016.0,Raya pintada,Comodoro Rivadavia,0.0
2019.0,Raya pintada,Comodoro Rivadavia,0.0
2020.0,Raya Platana,Comodoro Rivadavia,0.0
1989.0,Rayas nep,Comodoro Rivadavia,0.0
1990.0,Rayas nep,Comodoro Rivadavia,0.0
1991.0,Rayas nep,Comodoro Rivadavia,0.0
1992.0,Rayas nep,Comodoro Rivadavia,0.0
1993.0,Rayas nep,Comodoro Rivadavia,0.0
1994.0,Rayas nep,Comodoro Rivadavia,1.9
1995.0,Rayas nep,Comodoro Rivadavia,30.8
1996.0,Rayas nep,Comodoro Rivadavia,9.9
1997.0,Rayas nep,Comodoro Rivadavia,166.0
1998.0,Rayas nep,Comodoro Rivadavia,360.0
1999.0,Rayas nep,Comodoro Rivadavia,286.2
2000.0,Rayas nep,Comodoro Rivadavia,161.5
2001.0,Rayas nep,Comodoro Rivadavia,72.9
2002.0,Rayas nep,Comodoro Rivadavia,216.2
2003.0,Rayas nep,Comodoro Rivadavia,418.1
2004.0,Rayas nep,Comodoro Rivadavia,808.8
2005.0,Rayas nep,Comodoro Rivadavia,565.0
2006.0,Rayas nep,Comodoro Rivadavia,442.7
2007.0,Rayas nep,Comodoro Rivadavia,373.0
2008.0,Rayas nep,Comodoro Rivadavia,321.5
2009.0,Rayas nep,Comodoro Rivadavia,59.8
2010.0,Rayas nep,Comodoro Rivadavia,4.8
2011.0,Rayas nep,Comodoro Rivadavia,31.4
2012.0,Rayas nep,Comodoro Rivadavia,36.3
2013.0,Rayas nep,Comodoro Rivadavia,9.812999999999999
2014.0,Rayas nep,Comodoro Rivadavia,11.7
2015.0,Rayas nep,Comodoro Rivadavia,13.596
2016.0,Rayas nep,Comodoro Rivadavia,1.7730000000000001
2017.0,Rayas nep,Comodoro Rivadavia,0.9
2018.0,Rayas nep,Comodoro Rivadavia,3.2
2019.0,Rayas nep,Comodoro Rivadavia,7.311999999999999
2020.0,Rayas nep,Comodoro Rivadavia,4.798
1989.0,Robalo,Comodoro Rivadavia,0.5
1990.0,Robalo,Comodoro Rivadavia,0.0
1991.0,Robalo,Comodoro Rivadavia,0.0
1992.0,Robalo,Comodoro Rivadavia,0.0
1993.0,Robalo,Comodoro Rivadavia,0.0
1994.0,Robalo,Comodoro Rivadavia,0.0
1995.0,Robalo,Comodoro Rivadavia,4.7
1996.0,Robalo,Comodoro Rivadavia,0.5
1997.0,Robalo,Comodoro Rivadavia,1.9
1998.0,Robalo,Comodoro Rivadavia,4.3
1999.0,Robalo,Comodoro Rivadavia,2.8
2000.0,Robalo,Comodoro Rivadavia,0.3
2001.0,Robalo,Comodoro Rivadavia,0.1
2002.0,Robalo,Comodoro Rivadavia,0.2
2003.0,Robalo,Comodoro Rivadavia,1.4
2004.0,Robalo,Comodoro Rivadavia,0.9
2005.0,Robalo,Comodoro Rivadavia,0.2
2006.0,Robalo,Comodoro Rivadavia,1.3
2007.0,Robalo,Comodoro Rivadavia,0.2
2008.0,Robalo,Comodoro Rivadavia,0.3
2009.0,Robalo,Comodoro Rivadavia,0.0
2010.0,Robalo,Comodoro Rivadavia,0.0
2011.0,Robalo,Comodoro Rivadavia,0.1
2012.0,Robalo,Comodoro Rivadavia,0.0
2013.0,Robalo,Comodoro Rivadavia,0.0
2014.0,Robalo,Comodoro Rivadavia,0.0
2015.0,Robalo,Comodoro Rivadavia,0.0
2016.0,Robalo,Comodoro Rivadavia,3.18
2017.0,Robalo,Comodoro Rivadavia,0.0
2018.0,Robalo,Comodoro Rivadavia,0.0
2019.0,Robalo,Comodoro Rivadavia,0.0
2020.0,Robalo,Comodoro Rivadavia,0.0
1989.0,Rubio,Comodoro Rivadavia,0.0
1990.0,Rubio,Comodoro Rivadavia,0.0
1991.0,Rubio,Comodoro Rivadavia,0.0
1992.0,Rubio,Comodoro Rivadavia,0.2
1993.0,Rubio,Comodoro Rivadavia,1.9
1994.0,Rubio,Comodoro Rivadavia,0.0
1995.0,Rubio,Comodoro Rivadavia,0.3
1996.0,Rubio,Comodoro Rivadavia,6.5
1997.0,Rubio,Comodoro Rivadavia,7.4
1998.0,Rubio,Comodoro Rivadavia,24.1
1999.0,Rubio,Comodoro Rivadavia,12.3
2000.0,Rubio,Comodoro Rivadavia,6.0
2001.0,Rubio,Comodoro Rivadavia,3.2
2002.0,Rubio,Comodoro Rivadavia,32.1
2003.0,Rubio,Comodoro Rivadavia,26.0
2004.0,Rubio,Comodoro Rivadavia,22.1
2005.0,Rubio,Comodoro Rivadavia,38.9
2006.0,Rubio,Comodoro Rivadavia,3.4
2007.0,Rubio,Comodoro Rivadavia,10.5
2008.0,Rubio,Comodoro Rivadavia,34.6
2009.0,Rubio,Comodoro Rivadavia,3.5
2010.0,Rubio,Comodoro Rivadavia,0.4
2011.0,Rubio,Comodoro Rivadavia,0.1
2012.0,Rubio,Comodoro Rivadavia,0.0
2013.0,Rubio,Comodoro Rivadavia,0.0
2014.0,Rubio,Comodoro Rivadavia,0.0
2015.0,Rubio,Comodoro Rivadavia,0.0
2016.0,Rubio,Comodoro Rivadavia,0.0
2017.0,Rubio,Comodoro Rivadavia,0.0
2018.0,Rubio,Comodoro Rivadavia,0.0
2019.0,Rubio,Comodoro Rivadavia,0.0
2020.0,Rubio,Comodoro Rivadavia,0.0
1989.0,Salmon de mar,Comodoro Rivadavia,19.4
1990.0,Salmon de mar,Comodoro Rivadavia,62.2
1991.0,Salmon de mar,Comodoro Rivadavia,5.1
1992.0,Salmon de mar,Comodoro Rivadavia,52.4
1993.0,Salmon de mar,Comodoro Rivadavia,6.1
1994.0,Salmon de mar,Comodoro Rivadavia,11.1
1995.0,Salmon de mar,Comodoro Rivadavia,18.4
1996.0,Salmon de mar,Comodoro Rivadavia,1.8
1997.0,Salmon de mar,Comodoro Rivadavia,80.4
1998.0,Salmon de mar,Comodoro Rivadavia,17.8
1999.0,Salmon de mar,Comodoro Rivadavia,7.4
2000.0,Salmon de mar,Comodoro Rivadavia,2.9
2001.0,Salmon de mar,Comodoro Rivadavia,3.9
2002.0,Salmon de mar,Comodoro Rivadavia,13.7
2003.0,Salmon de mar,Comodoro Rivadavia,13.9
2004.0,Salmon de mar,Comodoro Rivadavia,4.5
2005.0,Salmon de mar,Comodoro Rivadavia,4.2
2006.0,Salmon de mar,Comodoro Rivadavia,0.1
2007.0,Salmon de mar,Comodoro Rivadavia,0.1
2008.0,Salmon de mar,Comodoro Rivadavia,1.3
2009.0,Salmon de mar,Comodoro Rivadavia,0.0
2010.0,Salmon de mar,Comodoro Rivadavia,0.0
2011.0,Salmon de mar,Comodoro Rivadavia,0.0
2012.0,Salmon de mar,Comodoro Rivadavia,5.5
2013.0,Salmon de mar,Comodoro Rivadavia,0.0
2014.0,Salmon de mar,Comodoro Rivadavia,3.4
2015.0,Salmon de mar,Comodoro Rivadavia,0.0
2016.0,Salmon de mar,Comodoro Rivadavia,0.0
2017.0,Salmon de mar,Comodoro Rivadavia,0.0
2018.0,Salmon de mar,Comodoro Rivadavia,0.0
2019.0,Salmon de mar,Comodoro Rivadavia,0.0
2020.0,Salmon de mar,Comodoro Rivadavia,0.0
1989.0,Salmonete,Comodoro Rivadavia,0.0
1990.0,Salmonete,Comodoro Rivadavia,0.0
1991.0,Salmonete,Comodoro Rivadavia,0.0
1992.0,Salmonete,Comodoro Rivadavia,0.0
1993.0,Salmonete,Comodoro Rivadavia,0.0
1994.0,Salmonete,Comodoro Rivadavia,0.0
1995.0,Salmonete,Comodoro Rivadavia,0.0
1996.0,Salmonete,Comodoro Rivadavia,0.0
1997.0,Salmonete,Comodoro Rivadavia,0.0
1998.0,Salmonete,Comodoro Rivadavia,2.2
1999.0,Salmonete,Comodoro Rivadavia,0.0
2000.0,Salmonete,Comodoro Rivadavia,0.2
2001.0,Salmonete,Comodoro Rivadavia,0.0
2002.0,Salmonete,Comodoro Rivadavia,0.0
2003.0,Salmonete,Comodoro Rivadavia,0.0
2004.0,Salmonete,Comodoro Rivadavia,0.0
2005.0,Salmonete,Comodoro Rivadavia,0.0
2006.0,Salmonete,Comodoro Rivadavia,0.0
2007.0,Salmonete,Comodoro Rivadavia,0.0
2008.0,Salmonete,Comodoro Rivadavia,0.0
2009.0,Salmonete,Comodoro Rivadavia,0.0
2010.0,Salmonete,Comodoro Rivadavia,0.0
2011.0,Salmonete,Comodoro Rivadavia,0.0
2012.0,Salmonete,Comodoro Rivadavia,0.0
2013.0,Salmonete,Comodoro Rivadavia,0.0
2014.0,Salmonete,Comodoro Rivadavia,0.0
2015.0,Salmonete,Comodoro Rivadavia,0.0
2016.0,Salmonete,Comodoro Rivadavia,0.0
2017.0,Salmonete,Comodoro Rivadavia,0.0
2018.0,Salmonete,Comodoro Rivadavia,0.0
2019.0,Salmonete,Comodoro Rivadavia,0.0
2020.0,Salmonete,Comodoro Rivadavia,0.0
1989.0,Saraca,Comodoro Rivadavia,0.0
1990.0,Saraca,Comodoro Rivadavia,0.0
1991.0,Saraca,Comodoro Rivadavia,0.0
1992.0,Saraca,Comodoro Rivadavia,0.0
1993.0,Saraca,Comodoro Rivadavia,0.0
1994.0,Saraca,Comodoro Rivadavia,0.0
1995.0,Saraca,Comodoro Rivadavia,0.0
1996.0,Saraca,Comodoro Rivadavia,0.0
1997.0,Saraca,Comodoro Rivadavia,0.0
1998.0,Saraca,Comodoro Rivadavia,0.0
1999.0,Saraca,Comodoro Rivadavia,0.0
2000.0,Saraca,Comodoro Rivadavia,0.0
2001.0,Saraca,Comodoro Rivadavia,0.0
2002.0,Saraca,Comodoro Rivadavia,0.0
2003.0,Saraca,Comodoro Rivadavia,0.0
2004.0,Saraca,Comodoro Rivadavia,0.0
2005.0,Saraca,Comodoro Rivadavia,0.0
2006.0,Saraca,Comodoro Rivadavia,0.0
2007.0,Saraca,Comodoro Rivadavia,0.0
2008.0,Saraca,Comodoro Rivadavia,0.1
2009.0,Saraca,Comodoro Rivadavia,0.0
2010.0,Saraca,Comodoro Rivadavia,0.0
2011.0,Saraca,Comodoro Rivadavia,0.0
2012.0,Saraca,Comodoro Rivadavia,0.0
2013.0,Saraca,Comodoro Rivadavia,0.0
2014.0,Saraca,Comodoro Rivadavia,0.0
2015.0,Saraca,Comodoro Rivadavia,0.0
2016.0,Saraca,Comodoro Rivadavia,0.0
2017.0,Saraca,Comodoro Rivadavia,0.0
2018.0,Saraca,Comodoro Rivadavia,0.0
2019.0,Saraca,Comodoro Rivadavia,0.0
2020.0,Saraca,Comodoro Rivadavia,0.0
1989.0,Sardina fueguina,Comodoro Rivadavia,0.0
1990.0,Sardina fueguina,Comodoro Rivadavia,0.0
1991.0,Sardina fueguina,Comodoro Rivadavia,0.0
1992.0,Sardina fueguina,Comodoro Rivadavia,0.0
1995.0,Sardina fueguina,Comodoro Rivadavia,0.0
2003.0,Sardina fueguina,Comodoro Rivadavia,0.0
2004.0,Sardina fueguina,Comodoro Rivadavia,0.0
